"Product Identifier"|"Product Name"|"Product Price"|"Product Images"|"Product Video"|"Product PDF"|"Product Features"|"Dates of Reviews"
sp3581|"Eibach® - Anti-Roll Sway Bar"|"$113.40 - $613.17"|/images/eibach/suspension-systems/3588-320.jpg,/images/eibach/suspension-systems/15105-310.jpg,/images/eibach/suspension-systems/7728-320.jpg,/images/eibach/eibach-authorized-dealer.jpg|/images/eibach/info/video/anti-roll-kit-promo_720p.mp4|/images/eibach/info/catalog.pdf,/images/brands/made-in-usa.pdf|"Depending on vehicle application, sway bar ends may or may not be available with multiple mounting holes to adjust the level of stiffness[:os:]Sway bars are forged from one solid piece of steel for greater strength and have no welds[:os:]Reduces suspension lean and side-to-side body roll around turns[:os:]Available in multiple diameters for front and rear[:os:]Durable urethane bushings can be lubricated and resist deterioration, cracking, and drying out under extreme use[:os:]Crafted from hi-tensile traditional steel that has been cold-formed, tempered and shot-peened for a consistent thickness[:os:]Will not interfere with supple, comfortable ride from springs and shocks under normal driving conditions[:os:]Specifically sized and tuned for the layout of your make and model's suspension[:os:]Provides cornering abilities of a more expensive performance vehicle without the harshness of inexpensive, inferior suspension upgrade parts[:os:]Tailored to match the exact height and progressive spring rate of Eibach Pro and Sport springs[:os:]Excellent for low-profile tires[:os:]1 million mile, non-transferrable warranty provided by manufacturer[:os:]Proudly manufactured in the United States"|02-20-2013
sp96115|"KSport® - Airtech Executive™ Air Suspension System"|"$4,275.00 - $7,125.00"|/images/ksport/suspension-systems/airtech-executive-suspension-system.jpg,/images/ksport/suspension-systems/airtech-executive-suspension-system-4.jpg,/images/ksport/suspension-systems/airtech-executive-suspension-system-3.jpg,/images/ksport/suspension-systems/airtech-executive-suspension-system-2.jpg,/images/ksport/suspension-systems/airtech-executive-suspension-system-5.jpg,/images/ksport/suspension-systems/airtech-executive-suspension-system-9.jpg,/images/ksport/suspension-systems/airtech-executive-suspension-system-11.jpg,/images/ksport/authorized-dealer.jpg|/images/ksport/suspension-systems/video/airtech-air-suspension-system_720p.mp4|/images/ksport/suspension-systems/pdf/airtech-suspension-system-manual.pdf,/images/brands/made-in-usa.pdf|empty|10-07-2013
sp12307|"MaxTrac Suspension® - Max Pro Lift Kit"|"$199.95 - $1,975.14"|/images/maxtrac-suspension/automotive-accessories/mp886821.jpg,/images/maxtrac-suspension/automotive-accessories/mp883132.jpg,/images/maxtrac-suspension/automotive-accessories/mp881231.jpg,/images/maxtrac-suspension/authorized-dealer.jpg|/images/maxtrac-suspension/video/maxtrac-suspension-story_720p.mp4|/images/maxtrac-suspension/info/pdf/maxtrac-catalog.pdf,/images/maxtrac-suspension/info/pdf/catalog-2013-installation-instructions.pdf,/images/brands/made-in-usa.pdf|"Maintains your OEM ride quality while achieving maximum lift[:os:]Utilizes extended steering knuckles[:os:]Fast and simple installation process[:os:]No cutting, welding, or modification required[:os:]All mounting hardware is included[:os:]Backed by limited lifetime warranty[:os:]Made entirely in the USA"|empty
sp4247|"Skyjacker® - Polyurethane Body Lift Kit"|"$152.25 - $262.92"|/images/skyjacker/performance-lift-kits/ss951p.jpg,/images/skyjacker/performance-lift-kits/ss931.jpg,/images/skyjacker/performance-lift-kits/ss931p.jpg,/images/skyjacker/performance-lift-kits/ss941p.jpg,/images/skyjacker/performance-lift-kits/ss951.jpg,/images/skyjacker/authorized-dealer.jpg|/images/skyjacker/suspension-systems/video/celebrating-its-35th-anniversary_480p.mp4|/images/skyjacker/info/2014-2015-catalog.pdf,/images/brands/made-in-usa.pdf|"More Tire And Wheel Options Than Stock Height[:os:]Limited Lifetime Warranty[:os:]Made in USA"|empty
sp17825|"ICON® - Billet Trailing Arm Kit"|"$303.21 - $749.95"|/images/icon-vehicle-dynamics/suspension-systems/54000.jpg,/images/icon-vehicle-dynamics/suspension-systems/54100.jpg,/images/icon-vehicle-dynamics/authorized-dealer.jpg|empty|/images/icon-vehicle-dynamics/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"On truck Adjustability using ICON's pinch housing[:os:]Rod End and Polyurethane Pivots, for excellent strength and longevity[:os:]High Misalignment Spacers for Excellent Articulation[:os:]ICON Vehicle Dynamics Life Time Warranty[:os:]Proudly made in United States"|empty
sp17689|"H&R® - Super Sport Coil Spring Lowering Kits"|"$245.27 - $344.34"|/images/h-r/automotive-accessories/50340-77.jpg,/images/h-r/automotive-accessories/50406-77.jpg,/images/h-r/products/50776-77.jpg,/images/h-r/authorized-dealer.jpg|empty|/images/h-r/info/pdf/hr-technical-information-guide.pdf|"Superb ride quality[:os:]Designed for responsive, tight handling and performance[:os:]Each spring is 100% tested before leaving"|empty
sp8116|"Hotchkis® - 1.5 Street Performance Series Shock Absorber"|"$134.95 - $539.78"|/images/hotchkis/suspension-systems/70020001.jpg,/images/hotchkis/suspension-systems/79020001.jpg,/images/hotchkis/hotchkis-authorized-dealer.jpg|/images/hotchkis/suspension-systems/video/hotchkis-overview-video_480p.mp4|/images/hotchkis/info/catalog.pdf,/images/brands/made-in-usa.pdf|"Mono-tube shock absorbers that are produced under license by renowned manufacturer Fox Shock Absorbers[:os:]Gives your classic muscle car optimum performance in slaloms and around oval racetracks[:os:]Also provides sophisticated ride comfort on pavement over rough roads[:os:]1-piece aluminum body construction provides high rigidity with light weight that reduces unsprung suspension mass[:os:]Digressive piston design provides progressive damping rates that get firmer with shock compression speed up to a fixed point[:os:]Shocks contain high-pressure nitrogen for consistent performance under a range of extreme conditions and temperatures[:os:]Black anodized billet aluminum end caps[:os:]No need to trailer your vehicle – drive it to the racetrack, run top times in events all weekend, then drive home[:os:]Excellent match for vehicles fitted with heavier, upsized wheels and tires[:os:]Polyurethane eye bushings provide a higher level of resilience which will not crumble or degrade like rubber[:os:]Multi-lip oil seal provides superior protection against intrusion by grit, water, and other contaminants[:os:]Heat treated alloy shafts pass 100 hours of salt spray testing to ensure no outside contaminants shorten lifespan[:os:]3-year manufacturer warranty[:os:]Manufactured in the United States"|09-02-2015
sp2471|"TeraFlex® - Enduro LCG™ Lift Kit"|"$2,288.54 - $2,732.19"|/images/teraflex/suspension-systems/1249372.jpg,/images/teraflex/authorized-dealer.jpg|/images/teraflex/suspension-systems/video/promo_480p.mp4|/images/teraflex/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Improved ground clearance[:os:]Allows larger-diameter tires to clear wheel wells[:os:]Allows Jeep to climb steeper hills[:os:]Lift the body on the frame[:os:]Lift the suspension higher over the axles"|empty
sp30207|"Voodoo 13® - Rear Camber Arm"|"$147.20 - $699.20"|/images/voodoo-13/items/rcns-0300hc.jpg,/images/voodoo-13/items/rcns-0100hc.jpg,/images/voodoo-13/items/lohn-0400hc.jpg,/images/voodoo-13/items/losu-0100hc.jpg,/images/voodoo-13/items/losu-0100ra.jpg,/images/voodoo-13/items/losu-0100hg.jpg,/images/voodoo-13/items/lohn-0200hc.jpg,/images/voodoo-13/items/loac-0300hg.jpg,/images/voodoo-13/items/lohn-0300ra.jpg,/images/voodoo-13/items/lohn-0200hg.jpg,/images/voodoo-13/items/losc-0100ra.jpg,/images/voodoo-13/items/lohn-0200ra.jpg,/images/voodoo-13/suspension-parts/fcns-0300hg.jpg,/images/voodoo-13/items/rchn-0500hg.jpg,/images/voodoo-13/items/rchn-0400hg.jpg,/images/voodoo-13/items/rchn-0200hg.jpg,/images/voodoo-13/items/rchn-0600hg.jpg,/images/voodoo-13/items/rcns-0300hg.jpg,/images/voodoo-13/items/rcns-0100hg.jpg,/images/voodoo-13/items/rcns-0400hg.jpg,/images/voodoo-13/items/fcns-0400hc.jpg,/images/voodoo-13/voodoo-13_authorized.jpg|/images/voodoo-13/page/chris-forsberg-takes-voodoo-13-to-1st-place-at-formula-drift-long-beach_720p.mp4|/images/brands/made-in-usa.pdf|"Designed to deliver trouble-free, consistent performance[:os:]Right for your vehicle and lifestyle[:os:]Made from high-quality materials for ultimate durability[:os:]Manufactured to meet or exceed strict quality requirements"""|04-10-2017,03-21-2017,12-03-2015,11-08-2015
sp17857|"TeraFlex® - Bump Stop Kit"|"$24.69 - $46.54"|/images/teraflex/suspension-systems/1954802.jpg,/images/teraflex/suspension-system/4943800.jpg,/images/teraflex/suspension-system/4944800.jpg,/images/teraflex/suspension-systems/1467125.jpg,/images/teraflex/suspension-systems/1467250.jpg,/images/teraflex/suspension-systems/1944780.jpg,/images/teraflex/suspension-systems/1953800.jpg,/images/teraflex/suspension-systems/1954700.jpg,/images/teraflex/authorized-dealer.jpg|/images/teraflex/suspension-systems/video/promo_480p.mp4|/images/teraflex/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Improved ground clearance[:os:]Allows larger-diameter tires to clear wheel wells[:os:]Allows Jeep to climb steeper hills[:os:]Lift the body on the frame[:os:]Lift the suspension higher over the axles"|empty
sp19176|"TeraFlex® - SpeedBump™ Bumpstop Kit"|"$315.39 - $697.29"|/images/teraflex/suspension-systems/1958300.jpg,/images/teraflex/suspension-systems/1958250.jpg,/images/teraflex/suspension-systems/1958700.jpg,/images/teraflex/suspension-systems/1958251.jpg,/images/teraflex/suspension-systems/1954760.jpg,/images/teraflex/suspension-systems/1958252.jpg,/images/teraflex/authorized-dealer.jpg|/images/teraflex/suspension-systems/video/promo_480p.mp4|/images/teraflex/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Improved ground clearance[:os:]Allows larger-diameter tires to clear wheel wells[:os:]Allows Jeep to climb steeper hills[:os:]Lift the body on the frame[:os:]Lift the suspension higher over the axles"|empty
sp24301|"TeraFlex® - SpeedBump™ Bump Stop Brackets"|"$27.54 - $45.59"|/images/teraflex/suspension-system/4943800.jpg,/images/teraflex/suspension-systems/4946810.jpg,/images/teraflex/suspension-system/4944800.jpg,/images/teraflex/authorized-dealer.jpg|/images/teraflex/suspension-systems/video/promo_480p.mp4|/images/teraflex/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Powdercoated steel[:os:]MIG welded[:os:]Cad-plated hardware"|empty
sp46967|"TeraFlex® - Axle Bracket Bumpstop Pad"|$36.09|/images/teraflex/suspension-system/3990060.jpg,/images/teraflex/authorized-dealer.jpg|/images/teraflex/suspension-systems/video/promo_480p.mp4|/images/teraflex/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Improved ground clearance[:os:]Allows larger-diameter tires to clear wheel wells[:os:]Allows Jeep to climb steeper hills[:os:]Lift the body on the frame[:os:]Lift the suspension higher over the axles"|empty
sp24302|"TeraFlex® - SpeedBump™ Mounting Sleeve Kit"|"$22.79 - $49.39"|/images/teraflex/suspension-systems/1944780.jpg,/images/teraflex/suspension-systems/1944790.jpg,/images/teraflex/suspension-systems/4954770.jpg,/images/teraflex/authorized-dealer.jpg|/images/teraflex/suspension-systems/video/promo_480p.mp4|/images/teraflex/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Improved ground clearance[:os:]Allows larger-diameter tires to clear wheel wells[:os:]Allows Jeep to climb steeper hills[:os:]Lift the body on the frame[:os:]Lift the suspension higher over the axles"|empty
sp3614|"AEM® - Strut Tower Bar"|"$160.99 - $264.99"|/images/aem/suspension-systems/29-0004wr-3.jpg,/images/aem/suspension-systems/29-0004wr-2.jpg,/images/aem/suspension-systems/29-0004wr-4.jpg,/images/aem/suspension-systems/29-0004wr.jpg,/images/aem/suspension-systems/29-0005-3.jpg,/images/aem/suspension-systems/29-0005-4.jpg,/images/aem/suspension-systems/29-0005-5.jpg,/images/aem/suspension-systems/29-0005.jpg,/images/aem/suspension-systems/29-0005r-2.jpg,/images/aem/suspension-systems/29-0005r-3.jpg,/images/aem/suspension-systems/29-0005r-4.jpg,/images/aem/suspension-systems/29-0005r.jpg,/images/aem/suspension-systems/29-0006-3.jpg,/images/aem/suspension-systems/29-0006-4.jpg,/images/aem/suspension-systems/29-0006-5.jpg,/images/aem/suspension-systems/29-0006.jpg,/images/aem/aem-authorized-dealer.jpg,/images/amp/info/aem-banner-extended.jpg|empty|/images/info/pdf/catalog_2016_low.pdf,/images/brands/made-in-usa.pdf|"1 1/2 inch steel tubing, providing great strength and low weight[:os:]Comes with AEM’s Lifetime Limited Warranty[:os:]Can reduce noise vibration and harshness in extreme conditions[:os:]Easy to install with one 14 millimeter socket wrench[:os:]Welded steel construction[:os:]Attaches to upper strut mounting bolts[:os:]Improves handling[:os:]Reduces metal fatigue in strut tower[:os:]Larger diameter tubing than OEM brace for improved stiffness[:os:]No drilling[:os:]Hardware included[:os:]Lifetime warranty"|04-06-2013
sp9216|"Fabtech® - Stealth Monotube Shock"|"$61.60 - $111.96"|/images/fabtech/performance-suspension-systems/fts6063.jpg,/images/fabtech/authorized-dealer.jpg|/images/fabtech/info/videos/fabtech-2016-preview-sharpen-your-edge_1080p.mp4|/images/fabtech/info/pdfs/catalog.pdf,/images/brands/made-in-usa.pdf|"Monotube internal design[:os:]50mm OD seamless steel body[:os:]46mm High flow piston for best ride[:os:]Vehicle specific valving designed for oversized tires[:os:]Full floating piston separates gas from oil for a consistent ride[:os:]14mm Nitrocarb piston rod resists rock chips and corrosion[:os:]All black finish with raised nameplate as a signature of quality"|06-28-2017,06-28-2017,06-09-2017,10-13-2015
sp3612|"Eibach® - Pro-Truck Shock Absorber"|"$80.19 - $349.11"|/images/eibach/suspension-systems/pro-truck-shock.jpg,/images/eibach/eibach-authorized-dealer.jpg|/images/eibach/info/video/eibach-pro-truck-shocks_720p.mp4|/images/eibach/info/catalog.pdf,/images/brands/made-in-usa.pdf|"Monotube Design, 46mm Pistons, Nitro-Coated Rods Heavy Duty Powder Coating[:os:]Improved Handling & Stability—On or Off-Road[:os:]Legendary Eibach Ride Quality[:os:]Easy—Direct Replacement Installation"|empty
sp2512|"Energy Suspension® - Hyper-Flex™ System Master Set"|"$58.79 - $583.37"|/images/energy-suspension/suspension-systems/3-18111r.jpg,/images/energy-suspension/suspension-systems/3-18111g.jpg,/images/energy-suspension/suspension-systems/2-18108g.jpg,/images/energy-suspension/suspension-systems/2-18108r.jpg,/images/energy-suspension/suspension-systems/3-18103g.jpg,/images/energy-suspension/suspension-systems/3-18103r.jpg,/images/energy-suspension/suspension-systems/3-18109g.jpg,/images/energy-suspension/suspension-systems/3-18109r.jpg,/images/energy-suspension/suspension-systems/3-18127g.jpg,/images/energy-suspension/suspension-systems/3-18127r.jpg,/images/energy-suspension/suspension-systems/4-18106g.jpg,/images/energy-suspension/suspension-systems/4-18106r.jpg,/images/energy-suspension/authorized-dealer.jpg|/images/energy-suspension/suspension-systems/video/commercial.mp4|/images/energy-suspension/info/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"Incredible Improvement In Control[:os:]Maintains Proper Caster And Camber Alignment[:os:]Increase In Handling And Control[:os:]Greatly Reduce Wheel Hop On Quick Acceleration[:os:]Even Braking Control Is Improved[:os:]Better Suspension Stability"|10-07-2017,09-14-2016,04-18-2015,03-23-2015,02-28-2015,12-31-2014,12-24-2014,07-09-2014,05-13-2013,04-27-2013,11-15-2012,10-25-2012
sp98902|"Zone Offroad® - Body Lift Kit"|"$92.68 - $369.07"|/images/zone-offroad/performance-lift-kits/zonj9300.jpg,/images/zone-offroad/performance-lift-kits/zonc9251.jpg,/images/zone-offroad/performance-lift-kits/zonc9353.jpg,/images/zone-offroad/performance-lift-kits/zonc9154.jpg,/images/zone-offroad/performance-lift-kits/zonc9355.jpg,/images/zone-offroad/performance-lift-kits/zonj9210.jpg,/images/zone-offroad/performance-lift-kits/zonc9211.jpg,/images/zone-offroad/performance-lift-kits/zonf9378.jpg,/images/zone-offroad/performance-lift-kits/zonf9387.jpg,/images/zone-offroad/performance-lift-kits/zonc9212.jpg,/images/zone-offroad/performance-lift-kits/zonc9315.jpg,/images/zone-offroad/performance-lift-kits/zonc9150.jpg,/images/zone-offroad/performance-lift-kits/zonc9151.jpg,/images/zone-offroad/performance-lift-kits/zonc9202.jpg,/images/zone-offroad/performance-lift-kits/zonc9157.jpg,/images/zone-offroad/performance-lift-kits/zonc9155.jpg,/images/zone-offroad/performance-lift-kits/zonc9357.jpg,/images/zone-offroad/performance-lift-kits/zonc9317.jpg,/images/zone-offroad/performance-lift-kits/zonc9352.jpg,/images/zone-offroad/performance-lift-kits/zond9150.jpg,/images/zone-offroad/performance-lift-kits/zonc9153.jpg,/images/zone-offroad/authorized-dealer.jpg|empty|/images/zone-offroad/products/pdf/catalog.pdf,/images/brands/made-in-usa.pdf|"OE quality parts from top original equipment and aftermarket manufacturers[:os:]The finest quality at a great price[:os:]We carry everything needed to complete the job"|empty
sp10212|"ALTA Performance® - Adjustable Rear Sway Bar"|"$207.00 - $218.70"|/images/alta-performance/suspension-systems/amp-sus-300.jpg,/images/alta-performance/suspension-systems/amp-sus-300-2.jpg,/images/alta-performance/suspension-systems/amp-sus-300-3.jpg,/images/alta-performance/authorized-dealer.jpg|empty|/images/alta-performance/suspension-systems/pdf/amp-sus-300-installation-instructions.pdf|"Solid steel construction that is resistant to corrosion[:os:]Increase stiffness by a minimum of 100% over the stock bar[:os:]Centering rings to keeps the sway bar centered[:os:]Come with bushings for better turn-in and quick response[:os:]Available in 19mm and 22mm sizes[:os:]5 Year Warranty[:os:]More Info"|10-02-2015
sp7980|"Suncore® - Passive Suspension Conversion Kit"|"$44.09 - $953.92"|/images/suncore/performance-suspension-system/151g-30-4-assy.jpg,/images/suncore/performance-suspension-system/153g-12-4.jpg,/images/suncore/performance-suspension-system/39f-30-assy.jpg,/images/suncore/performance-suspension-system/153g-12-f.jpg,/images/suncore/authorized-dealer.jpg|empty|/images/suncore/info/pdf/catalog.pdf|"Easy to install[:os:]Installation instructions included[:os:]Saves you money compared to OEM/Dealer prices[:os:]Assembled in the USA[:os:]Limited 1 year warranty"|04-26-2017,09-02-2015,06-16-2015,05-23-2015,09-24-2013
sp94176|"Belltech® - Anti-Sway Bar Kit"|"$117.10 - $525.59"|/images/belltech/suspension-systems/9916.jpg,/images/belltech/suspension-systems/9979.jpg,/images/belltech/suspension-systems/9904.jpg,/images/belltech/suspension-systems/9902.jpg,/images/belltech/suspension-systems/9901.jpg,/images/belltech/suspension-systems/9984.jpg,/images/belltech/suspension-systems/5404.jpg,/images/belltech/suspension-systems/9908.jpg,/images/belltech/suspension-systems/9972.jpg,/images/belltech/suspension-systems/9986.jpg,/images/belltech/authorized-dealer.jpg|/images/belltech/suspension-systems/video/street-performance-shock-promo_720p.mp4|/images/brands/made-in-usa.pdf|"Anti-sway bars effectively decrease suspension lean and side-to-side body roll around turns[:os:]Sway bars are crafted from cold-formed solid steel for consistent thickness, yield strength, and lighter weight[:os:]Powder coat finish resists corrosion, chips, and scratches better than paint[:os:]Includes durable polyurethane bushings that resist deterioration, cracking, and drying out under extreme use[:os:]Flattened ends provide a superior mounting surface[:os:]Will not interfere with supple, comfortable ride from springs and shocks under normal driving conditions[:os:]Specifically sized and tuned for the layout of your make and model's suspension[:os:]Provides cornering abilities of a more expensive performance vehicle[:os:]Excellent performance enhancement when plus-sized wheels and tires are installed[:os:]Manufactured in the United States"|09-24-2017,07-06-2017,08-09-2016,03-18-2016,09-11-2015,08-01-2015,06-04-2015,02-02-2015,09-24-2014
sp7048|"Skunk2® - Tuner Series™ Front Camber Kit"|$149.99|/images/skunk2/suspension-systems/516-05-0670.jpg,/images/skunk2/suspension-systems/516-05-0680-2.jpg,/images/skunk2/suspension-systems/516-05-0680-3.jpg,/images/skunk2/suspension-systems/516-05-0680-4.jpg,/images/skunk2/suspension-systems/516-05-0680-5.jpg,/images/skunk2/suspension-systems/516-05-0680-6.jpg,/images/skunk2/authorized-dealer.jpg|empty|empty|"Designed for no-slip performance, reduced bolt distortion, and high durability[:os:]Corrects almost all abnormal tire wear[:os:]Ensures stability under high speed[:os:]Allows for quicker and easier adjustments[:os:]Proprietary design helps reduce structural fatigue and failure[:os:]One-piece, forged ball joints with a unique square-washer design[:os:]Durable mounting anchors[:os:]Can be adjusted from bottom up[:os:]Backed by a one-year warranty"|empty
sp109724|"Advance Adapters® - Body Lift Kit"|"$137.03 - $186.00"|/images/advance-adapters/performance-lift-kits/kj04508bk.jpg,/images/advance-adapters/performance-lift-kits/kj04502bk.jpg,/images/advance-adapters/performance-lift-kits/kj04505bk.jpg,/images/advance-adapters/authorized-dealer.jpg|empty|/images/advance-adapters/products/pdf/advance-adapters-product-catalog.pdf,/images/brands/made-in-usa.pdf|"Body Lift[:os:]Everything You Need To Lift the Body of Your Vehicle 1""""""[:os:]Improves Fit Of Over Sized Tires[:os:]Maintains Proper Frame Body Alignment[:os:]Increases Performance And Handling Characteristics[:os:]All Necessary Hardware Included[:os:]Limited Lifetime Warranty[:os:]11 Bushings and Hardware"|empty
sp1053|"Hotchkis® - Tubular Control Arms"|"$589.48 - $1,613.46"|/images/hotchkis/suspension-systems/1109.jpg,/images/hotchkis/suspension-systems/1110.jpg,/images/hotchkis/suspension-systems/1113l.jpg,/images/hotchkis/suspension-systems/1113u.jpg,/images/hotchkis/suspension-systems/1114l.jpg,/images/hotchkis/suspension-systems/1114u.jpg,/images/hotchkis/suspension-systems/11390l.jpg,/images/hotchkis/suspension-systems/11390u.jpg,/images/hotchkis/hotchkis-authorized-dealer.jpg|/images/hotchkis/suspension-systems/video/hotchkis-overview-video_480p.mp4|/images/hotchkis/info/catalog.pdf,/images/brands/made-in-usa.pdf|"Set of bolt-on replacement front A-arm assemblies designed to provide sports car levels of handling[:os:]Repositioned ball joints reduce body roll and improve stability at all speeds[:os:]Adjustable shims offer ride height adjustment regardless of engine and transmission combinations[:os:]Forged, heat-treated housings and ball studs provide greater strength and durability[:os:]Polyurethane coil spring pads resist crumbling, drying out, and retain resiliency longer than OEM rubber[:os:]Provides sports-car handling performance when combined with Hotchkis Tubular Upper A Arms (sold separately)[:os:]Delrin bushings made from Teflon-impregnated, self-lubricating plastic allow the arms to move easily throughout the travel arc[:os:]3-year manufacturer warranty[:os:]Manufactured in the United States"|08-13-2014
sp21175|"Prothane® - Body Lift Kit"|"$111.68 - $252.32"|/images/no-image.jpg,/images/prothane/authorized-dealer.jpg|/images/prothane/products/video/prothane_480p.mp4|/images/prothane/products/pdf/product-catalog.pdf,/images/brands/made-in-usa.pdf|"OE quality parts from top original equipment and aftermarket manufacturers[:os:]The finest quality at a great price[:os:]Engineered to provide reliable performance for years to come"|07-04-2017
sp22893|"ARB® - BP-51 Shock Absorber"|"$483.24 - $494.99"|/images/arb/suspension-systems/nitrocharger-sport-shocks.jpg,/images/arb/authorized-dealer.jpg|/images/arb/video/ome-bp-51-shock-installation-instructions_720p.mp4|/images/arb/pdf/arb-catalog.pdf|"Engineered for both on road and off road drivability[:os:]Durability proven under extensive laboratory and real life testing, supported by scientific data logging[:os:]Instantaneously adapts to the terrain[:os:]The most finely tuned shock absorber on the market, with all valving work carried out in Australia by OME’s ride control engineers[:os:]Dramatically improved low and high speed control for increased comfort and control over all road surfaces[:os:]Made in Australia"|empty
sp106577|"Whiteline® - Essential Bushing Kit"|"$224.82 - $539.82"|/images/whiteline/suspension-systems/wek006-2.jpg,/images/whiteline/suspension-systems/wek006.jpg,/images/whiteline/suspension-systems/wek007.jpg,/images/whiteline/suspension-systems/wek002.jpg,/images/whiteline/suspension-systems/wek073.jpg,/images/whiteline/suspension-systems/wek005-3.jpg,/images/whiteline/authorized-dealer.jpg|/images/whiteline/info/video/what-is-whiteline_720p.mp4|empty|"Precision engineered for your vehicle[:os:]Tested to outperform all comparable products on the market[:os:]Made from premium materials to endure years of abuse[:os:]Improves your vehicle's handling[:os:]Designed for perfect fit and function"|empty
sp108770|"Eibach® - Pro-Plus Lowering Kit"|"$448.62 - $839.52"|/images/eibach/suspension-systems/3861-880.jpg,/images/eibach/suspension-systems/4088-880.jpg,/images/eibach/suspension-systems/35147-880.jpg,/images/eibach/suspension-systems/3562-880.jpg,/images/eibach/suspension-systems/3848-880.jpg,/images/eibach/eibach-authorized-dealer.jpg|/images/eibach/info/video/eibach-at-the-25-hours-of-thunderhill_720p.mp4|/images/eibach/info/catalog.pdf,/images/brands/made-in-usa.pdf|"Designed for the enthusiast who prefers a civilized boost of their vehicle's street handling abilities with the looks of a lower ride height[:os:]Includes a set of sport springs, bump stops, shock absorbers[:os:]""Plus"" kits add a set of solid anti-roll bars and link rods to enhance the capabilities of the springs and shocks[:os:]Available in a range of height-dropping dimensions[:os:]These ""Pro"" series signify a moderate level of drop vs. ""Sport"" series kits that feature a more extreme level of drop[:os:]Springs are progressive to maintain ride comfort during normal driving[:os:]Front and rear sway bars are solid and non-adjustable[:os:]Wheel alignment required after installation[:os:]Reduces body roll for more stable handling and faster cornering speeds[:os:]Reduces rear end squat during acceleration to boost drive wheel grip for faster launches[:os:]Reduces nose dive during braking to create shorter stopping distances[:os:]Manufacturer warrants the springs and sway bars for 1 million miles, shock absorbers for 2 years[:os:]Proudly manufactured in the United States"|empty
sp27331|"ST Suspensions® - Sport Tech Lowering Springs"|"$191.24 - $298.34"|/images/st-suspensions/suspension-systems/60488.jpg,/images/st-suspensions/suspension-systems/65139.jpg,/images/st-suspensions/suspension-systems/65115.jpg,/images/st-suspensions/info/images/technology.jpg,/images/st-suspensions/authorized-dealer.jpg,/images/st-suspensions/info/st-suspension-extended.jpg|/images/st-suspensions/suspension-systems/video/wekfest-la-2011_720p.mp4|/images/st-suspensions/info/pdf/st-suspension-catalog.pdf,/images/brands/made-in-usa.pdf|"Set of 2 coil springs[:os:]Stiffer-than-OEM spring rate reduces body roll, nose dive, and rear squat for improved handling[:os:]Progressive spring rate provides civilized ride over uneven pavement[:os:]Coil springs are constructed with a tempering process (annealing, shot blasting, powder coating) for durability[:os:]Durable powder coat finish resists corrosion, chips, and scratches[:os:]Springs are compatible with any brand of shocks[:os:]Manufactured in the United States"|01-11-2014
sp95756|"Hellwig® - Big Wig Sway Bar"|"$287.10 - $403.85"|/images/hellwig/suspension-systems/7289.jpg,/images/hellwig/suspension-systems/7293.jpg,/images/hellwig/suspension-systems/7270.jpg,/images/hellwig/suspension-systems/7269.jpg,/images/hellwig/suspension-systems/7266.jpg,/images/hellwig/suspension-systems/7281.jpg,/images/hellwig/suspension-systems/7267.jpg,/images/hellwig/suspension-systems/7282.jpg,/images/hellwig/suspension-systems/7271.jpg,/images/hellwig/suspension-systems/7268.jpg,/images/hellwig/authorized-dealer.jpg|/images/hellwig/info/video/before-and-after_720p.mp4|/images/hellwig/info/catalog.pdf,/images/brands/made-in-usa.pdf|"Sway bar designed to stabilize top-heavy pickups and vans used for load hauling or trailer towing[:os:]Reduces side-to-side body roll around turns, enhances tire grip, and restores full vehicle control[:os:]Sway bar ends feature multiple mounting holes to adjust the level of stiffness[:os:]Crafted from chrome moly steel that matches the strength of traditional steel with lighter weight[:os:]Solid, not tubular, construction provides an incredibly high yield strength of 170,000 psi[:os:]Powder coat finish resists corrosion, chips, and scratches better than paint[:os:]Includes durable polyurethane bushings that resist deterioration, cracking, and drying out under extreme use[:os:]Flattened ends provide a superior mounting surface[:os:]Will not interfere with supple, comfortable ride from springs and shocks under normal driving conditions[:os:]Specifically sized and tuned for the layout of your make and model’s suspension[:os:]Designed for easy bolt-on application (drilling may be required on some applications)[:os:]Limited lifetime manufacturer warranty[:os:]Manufactured in the United States[:os:]Poly Bushings"|03-15-2016,10-16-2014
sp110261|"Skyjacker® - Transfer Case Skid Plate"|$365.09|/images/skyjacker/suspension-systems/sp284.jpg,/images/skyjacker/suspension-systems/sp176.jpg,/images/skyjacker/authorized-dealer.jpg|/images/skyjacker/suspension-systems/video/easter-jeep-safari-2011-metal-masher-trail-rock-chucker_480p.mp4|/images/skyjacker/info/catalog.pdf,/images/brands/made-in-usa.pdf|"Provide a smooth surface to slide over obstacles[:os:]Add that nice appearance under your vehicle[:os:]Made in USA"|empty
